#,What was the purpose of your trip when you used handy?,rate,Unlimited data/internet browsing,Speed of internet connection,Unlimited international calls,Unlimited local calls,Direct dial to hotel reception,Newsfeed,LUXOS City Guide,Discounted deals/tickets,Battery life,Is there any feature you would like handy to add or improve?,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,Other,Are you a planner or a spontaneous traveler?,Would you likely pick a hotel that has handy in the future?,Would you likely recommend handy to a friend of colleague?,survey,Start Date (UTC),Submit Date (UTC),Network ID
c145d58382b366ac01eacd0e46a7b5e0,Leisure,5,5,5,5,5,5,5,5,5,5,,Adventure Junky,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,10,60d66580-559a-11e7-904c-c05627b0f912,2017-06-21 04:08:26,2017-06-21 04:10:43,d10c1858af
0b4a01aff08239d8705a032b901cedcf,Business,4,5,5,5,5,5,5,5,5,4,shoul be have social Media App, like WA,,,,,,Local Explorer,,,I just go with the flow,1,10,4fe3298f-559a-11e7-b61f-c05627b0f912,2017-06-21 04:07:15,2017-06-21 04:10:51,c6a3a6187a
cd208242f3893c999dfae1097d9d7807,Leisure,5,5,5,5,5,5,4,5,5,5,,,Culture Lover,,,,,,,I would like to ask for suggestions,1,10,49fb443d-559a-11e7-9b88-c05627b0f912,2017-06-21 04:08:05,2017-06-21 04:10:52,a6272550d1
20ac7a7c4611557b508cd7685d2c86da,Business,5,5,3,5,5,5,5,4,4,3,,Adventure Junky,Culture Lover,,,Foodie,,Night Owl,,I like to plan everything before the trip,1,10,493509cc-559a-11e7-9c3f-c05627b0f912,2017-06-21 04:09:33,2017-06-21 04:11:22,9e96bd3834
c808cfa22c22a10656f16f244b9d47aa,Business,4,5,5,1,1,1,1,1,1,4,What the users can do should be mentioned. Didnt know about the unlimited calls,,,,,Foodie,,,,I like to plan everything before the trip,1,10,76292e99-559a-11e7-8cb2-c05627b0f912,2017-06-21 04:09:52,2017-06-21 04:11:46,30300451a7
7f8ef5d024390c350ebf9d8f7f84fbe5,Leisure,4,5,5,5,5,4,4,4,5,4,,,,,,,Local Explorer,,,I just go with the flow,1,10,70ceb0e6-559a-11e7-977a-c05627b0f912,2017-06-21 04:09:40,2017-06-21 04:11:57,23031713bb
cd1ce4949f2910bc6a1266d659951a1b,Leisure,3,5,3,5,5,5,3,5,3,5,Found making calls complicated ,,,,,,Local Explorer,,,I would like to ask for suggestions,1,8,596f9468-559a-11e7-a3a6-c05627b0f912,2017-06-21 04:09:29,2017-06-21 04:12:23,7cfcd085d4
f1d0cdaa2819b49f94b0e4bf68aeb9d5,Leisure,3,3,2,4,2,5,4,3,1,4,Very dirty carpet in room,,,,,,,,Seaman,I like to plan everything before the trip,1,6,8695c2ca-559a-11e7-a22f-c05627b0f912,2017-06-21 04:08:53,2017-06-21 04:12:46,5b4c2aede9
9c66b5ffda838eabe399a5a6aeea13bb,Leisure,4,4,3,1,3,3,3,3,3,3,,,,,,Foodie,,,,I like to plan everything before the trip,1,8,78ad49a8-559a-11e7-b2c6-c05627b0f912,2017-06-21 04:11:02,2017-06-21 04:12:47,2605:8d80:
e629d7516689104363646db54b8df79b,Leisure,5,5,2,5,5,5,3,3,1,3,上網速度耍改善，現時太慢,,,Fashionista,,,,,,I like to plan everything before the trip,1,8,641baecf-559a-11e7-ad92-c05627b0f912,2017-06-21 04:05:56,2017-06-21 04:12:49,7c65162b2f
0405f8a661a9ba00b43968c510b91ec6,Leisure,4,5,5,5,5,4,4,4,4,3,No,,,,,,Local Explorer,,,I just go with the flow,1,8,77e6029e-559a-11e7-afb1-c05627b0f912,2017-06-21 04:08:35,2017-06-21 04:13:14,f300abfb49
fdc6ab17a14f3b5f529800d9c2912b6a,Business,5,5,5,5,5,3,3,3,3,5,,,,,,,Local Explorer,,,I just go with the flow,1,10,8513c90f-559a-11e7-a7d9-c05627b0f912,2017-06-21 04:11:58,2017-06-21 04:13:33,2601:c2:20
e18a689daab511d3cc742d6c3ed00fa2,Leisure,2,2,1,1,1,1,1,1,1,1,I wanted to tell you , if your group interested in real estate please contact me I arrange land for development , land is ready in BANGALORE, Hyderabad, AMARAVATHI .  I give openion Rong for handy , it's superab idea , very very top .   Happy.  Murthy 008613553313558,  00919849130015,Adventure Junky,,Fashionista,,Foodie,,Night Owl,,I like to plan everything before the trip,1,10,8646a1ae-559a-11e7-997f-c05627b0f912,2017-06-21 04:07:24,2017-06-21 04:13:40,db3588211a
7d92bf06f2f11b85001c45b85529bc2e,Leisure,4,4,4,4,4,4,4,4,3,3,
provide easy guide for the use if handy,,Culture Lover,,,Foodie,,,,I like to plan everything before the trip,1,8,4ed284de-559a-11e7-88c1-c05627b0f912,2017-06-21 04:09:43,2017-06-21 04:13:53,6ec033bf4b
3f6857da3178946b5a8e2269ecbdb898,Leisure,1,5,5,1,1,5,5,1,1,5,Yes,,,,,,,,,I like to plan everything before the trip,1,10,828d2447-559a-11e7-a6b3-c05627b0f912,2017-06-21 04:09:32,2017-06-21 04:14:03,51b7e80306
57011163b4696497c9ded4ba40e7c4ce,Leisure,5,5,4,5,5,5,5,5,5,4,Overall is ok,Adventure Junky,,Fashionista,,Foodie,,,,I like to plan everything before the trip,1,8,8133f64c-559a-11e7-a08e-c05627b0f912,2017-06-21 04:12:17,2017-06-21 04:14:54,8b4ea4fdab
d864e938509d4fb9abc1d5a1aaf90bd2,Leisure,4,5,5,4,4,5,4,4,4,5,No,,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I would like to ask for suggestions,1,9,5f3722d1-559a-11e7-b56b-c05627b0f912,2017-06-21 04:13:15,2017-06-21 04:15:27,c173c13d5b
d871f2da6325f7c33e74264d7f55da7f,Business,5,5,5,5,5,5,5,5,1,3,,Adventure Junky,,,,,,Night Owl,,I just go with the flow,1,10,5fdb5028-559a-11e7-9bc6-c05627b0f912,2017-06-21 04:14:29,2017-06-21 04:15:51,4f525b5865
b880b8851a8159be6673360991cb0eb5,Business,4,5,5,5,5,5,4,3,3,4,,,,,,,Local Explorer,,,I just go with the flow,1,10,5f5d3e7d-559a-11e7-9ffb-c05627b0f912,2017-06-21 04:15:02,2017-06-21 04:16:51,f088a7bb4b
c90aeec047a78b835166b223fac7e8d9,Business,5,4,5,5,5,5,4,3,3,5,WiFi connection to my own smartphone for share the internet access at outside hotel.,Adventure Junky,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,7ec755ae-559a-11e7-b666-c05627b0f912,2017-06-21 04:12:56,2017-06-21 04:17:02,2947297967
b856f20b5df5d59e77c007732f8dba5d,Leisure,5,5,5,5,5,5,3,5,5,4,Not that I can think of ,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,7c3a2605-559a-11e7-9406-c05627b0f912,2017-06-21 04:15:16,2017-06-21 04:17:19,eb10cf3180
545c6f92cccb36fdc32a7719fc219b2c,Leisure,5,5,4,5,5,5,5,5,5,5,Reception staff should provide prime about this facility at the time of hotel check in . ,Adventure Junky,Culture Lover,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,6e75caf0-559a-11e7-87fd-c05627b0f912,2017-06-21 04:12:46,2017-06-21 04:18:21,2405:204:3
746a43bc17fd3e7cd717802e1f4a82f9,Leisure,5,5,4,5,5,5,5,5,3,4,,,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,10,7b043fcc-559a-11e7-9ac3-c05627b0f912,2017-06-21 04:16:32,2017-06-21 04:18:28,2605:e000:
483d4c286b988bc4a52b29224a903aab,Leisure,5,5,5,4,5,5,4,4,5,4,,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,6ad9d314-559a-11e7-970a-c05627b0f912,2017-06-21 04:16:20,2017-06-21 04:18:46,2c40243475
d8ff07c7f12934a96c740cebeca3a18a,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,,Foodie,,,,I just go with the flow,1,10,6fa771cf-559a-11e7-9101-c05627b0f912,2017-06-21 04:17:13,2017-06-21 04:19:16,6f7775032b
bbb2a4f2ebb0866f1f5d868884afda37,Business,,5,5,5,5,5,5,5,5,5,i dont think it is great that hotel provide us handy,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,5e191b57-559a-11e7-961f-c05627b0f912,2017-06-21 04:17:39,2017-06-21 04:19:36,79c0cb92d1
81f002eed45267e151ea8574e04eafc4,Leisure,5,5,5,5,5,5,5,5,5,5,It's perfect other than the speed of the phone. ,,,,,,Local Explorer,,,I would like to ask for suggestions,1,10,640c3e00-559a-11e7-9ee2-c05627b0f912,2017-06-21 04:17:27,2017-06-21 04:19:37,45e7a73f80
71e184f06290d14cfad4088de1461216,Leisure,2,5,5,5,5,1,1,1,1,3,The phone hardware is now quite old, possibly due to android version upgrade. The unit took 10 hours to sync my Google contacts, requiring me to use my own phone for the contact details. On my previous visit a couple of years ago, the phone was much faster. Now the handset reports "no contact information" for at least 30 seconds every time the contact app is started. Please upgrade the hardware. ,,,,,,Local Explorer,,,I like to plan everything before the trip,1,5,85b2a95c-559a-11e7-9807-c05627b0f912,2017-06-21 04:15:50,2017-06-21 04:20:03,692a6fc135
43996ba2aab4df7834a60742a511ea4b,Leisure,5,5,5,5,5,5,5,4,4,5,No.  It was excellent for an overseas visitors.  It would be great if all countries offered it to their guests.  thank you.,Adventure Junky,,,,,Local Explorer,,,I would like to ask for suggestions,1,10,64fe5711-559a-11e7-91da-c05627b0f912,2017-06-21 04:17:39,2017-06-21 04:20:13,3c1398d0c3
2194d57820e221ae45c95e11fd3d014b,Leisure,3,5,5,5,5,5,3,3,5,2,it takes a long time to start up and shut down.  It also takes quite long to connect to overseas phone call.  If both timing can be improved would rate it 5.,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,5b95ea00-559a-11e7-82df-c05627b0f912,2017-06-21 04:18:42,2017-06-21 04:20:55,2e9a3ea380
bcba9013656c4338abb2b4f870ca9e6d,Business,5,5,3,1,5,5,5,5,5,2,Make International calls to more destinations free.,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,4966c71c-559a-11e7-b151-c05627b0f912,2017-06-21 04:19:39,2017-06-21 04:21:13,e84a09dd7f
62f5f96f2725bf73a02ef98b50d4a67b,Business,5,5,5,5,5,5,5,5,5,5,No need it is already prefect,,Culture Lover,,,,,,,I like to plan everything before the trip,1,10,7a7e77c0-559a-11e7-a7fe-c05627b0f912,2017-06-21 04:20:12,2017-06-21 04:21:42,5fb6c6f70a
ead537e2346a5825bd5e742d5e6628c1,Leisure,3,3,4,4,4,5,5,3,3,3,Restaurant recommends ,,,,,Foodie,,,,I just go with the flow,1,7,782d5251-559a-11e7-b4ad-c05627b0f912,2017-06-21 04:18:58,2017-06-21 04:21:49,ba7f42fbf5
cd587b55ee7ca401b9e4628162ed7b6a,Leisure,5,5,5,5,5,5,5,5,5,3,PHONE BATTERY SHOULD B 4000 MAH,,Culture Lover,,,,,,,I like to plan everything before the trip,1,10,44ba4f6b-559a-11e7-8d9d-c05627b0f912,2017-06-21 04:18:31,2017-06-21 04:22:33,61fc119d66
0b320e27209f87530864e679723d1a0f,Business,4,5,5,5,5,5,4,3,3,1,Improve battery life,,,,,Foodie,,,,I like to plan everything before the trip,1,10,725a7bab-559a-11e7-88f5-c05627b0f912,2017-06-21 04:20:26,2017-06-21 04:22:53,470fbcc176
210c16c2fc87d443be5d331f7b70e913,Business,4,4,4,4,4,4,2,3,3,2,Please include Philippines to unlimited international calls,,Culture Lover,,Pampering Seeker,Foodie,,,,I like to plan everything before the trip,1,10,47ab3d91-559a-11e7-96c2-c05627b0f912,2017-06-21 04:19:27,2017-06-21 04:22:56,241d6e8cb9
d67b673d3fa02469502fdc2128743239,Leisure,5,4,4,3,3,5,3,3,3,5,,,Culture Lover,Fashionista,,Foodie,,Night Owl,,I just go with the flow,1,9,63736980-559a-11e7-a627-c05627b0f912,2017-06-21 04:21:07,2017-06-21 04:23:54,9345204dd6
60714b4706d8da083eec04ce58508684,Leisure,4,4,4,4,4,4,3,5,4,4,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,9,56876321-559a-11e7-b65f-c05627b0f912,2017-06-21 04:22:32,2017-06-21 04:24:05,023c5a3377
7fcedd04eae47b327ee11d7f5e3b1bbc,Leisure,3,4,3,3,5,3,4,4,4,3,map is not correct and sensitive enough,,,,,,Local Explorer,,,I just go with the flow,1,7,7df8fb0a-559a-11e7-b9b6-c05627b0f912,2017-06-21 04:21:59,2017-06-21 04:24:06,2b944dddec
0264d6840d151e02854a524293ba6b1d,Leisure,1,1,1,1,1,1,1,1,1,1,The one in our room was super slow, and barely worked. It kept exiting the wifi signal every few minutes and timing out. It's a cool idea but the phones are really bad quality. Investing in iPhones would be smart.,,Culture Lover,Fashionista,,,Local Explorer,,,I would like to ask for suggestions,0,1,8135dd23-559a-11e7-bbb0-c05627b0f912,2017-06-21 04:22:30,2017-06-21 04:25:24,1fcca6cb69
6f498d941b60a9a991f6023e47f36350,Business,5,5,5,5,5,5,5,5,5,3,new unit maybe,Adventure Junky,Culture Lover,,,Foodie,,,,I just go with the flow,1,10,4e2a4580-559a-11e7-b14e-c05627b0f912,2017-06-21 04:22:26,2017-06-21 04:25:48,c7d0a2711d
e10947697b7c98100bd32837cb767bb6,Leisure,5,3,3,5,5,3,3,3,2,5,Satisfied. It's differentiated service.,,,Fashionista,,Foodie,,,,I just go with the flow,1,7,7f3f6b8f-559a-11e7-ac54-c05627b0f912,2017-06-21 04:22:31,2017-06-21 04:26:05,82dd48b69d
9778156894787ff827dab1a75dfa7625,Business,5,5,4,4,4,3,3,3,2,4,,,,,,,,,,I like to plan everything before the trip,1,10,6927a763-559a-11e7-9bf9-c05627b0f912,2017-06-21 04:25:18,2017-06-21 04:26:12,68b341af91
9ae8877f81408e18f6d82f9e7b4a07d1,Leisure,4,4,4,4,4,4,4,4,4,4,

,Adventure Junky,,,,,,,,I would like to ask for suggestions,1,8,6aa616f0-559a-11e7-aee3-c05627b0f912,2017-06-21 04:25:07,2017-06-21 04:26:27,5ec32363be
a51a23e026678a538912079e988855a9,Business,5,5,5,5,5,5,5,5,2,3,,,,,,,Local Explorer,,,I would like to ask for suggestions,0,6,820a71d7-559a-11e7-83d0-c05627b0f912,2017-06-21 04:26:08,2017-06-21 04:27:40,b1997850ac
8f7b66e0a3d8cb702c7c2a5309931fcc,Leisure,5,4,1,1,3,5,3,5,3,5,The cost at the places we went to would be good. I booked online to places like the zoo thinking it was cheaper however, It was cheaper purchasing at the zoo,Adventure Junky,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I just go with the flow,1,10,6e11a70a-559a-11e7-b574-c05627b0f912,2017-06-21 04:25:27,2017-06-21 04:28:10,218439b37b
f1fbb8761cafc937b5bf2bd97b54dbe6,Business,3,4,3,4,5,3,1,3,3,4,,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,7,74bb84ae-559a-11e7-91cd-c05627b0f912,2017-06-21 04:25:19,2017-06-21 04:28:19,91175400a3
b9e1ecbd6561d77da3e85867bd30447c,Leisure,5,5,5,5,5,5,5,5,5,5,Excellent option,,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,10,8896e451-559a-11e7-860f-c05627b0f912,2017-06-21 04:26:56,2017-06-21 04:28:32,1b3f143f53
c76aeed89093c6cc5ad2d624e6ba7e3e,Leisure,4,5,3,4,4,4,4,4,4,3,
,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,8,85ae2fa8-559a-11e7-8aea-c05627b0f912,2017-06-21 04:27:51,2017-06-21 04:29:10,87d8281e27
e4f48433d120c14cebfb414859ba3c33,Leisure,4,5,4,3,5,5,5,5,5,3,battery life,,,,,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,54d37c14-559a-11e7-89a5-c05627b0f912,2017-06-21 04:27:44,2017-06-21 04:29:13,2605:e000:
b36f8db9aa1245daf14bc92240dd8812,Leisure,3,4,3,4,4,4,3,4,4,3,Maps,,,,,Foodie,Local Explorer,,,I just go with the flow,1,7,497ad038-559a-11e7-b6c2-c05627b0f912,2017-06-21 04:27:26,2017-06-21 04:29:22,aef80fae1a
9cf272475c2f8ddbd925e916b4b4dbb3,Leisure,3,3,2,3,4,5,4,5,5,4,Processing speed of handy is almost unbearable,Adventure Junky,,,,,,,,I would like to ask for suggestions,1,7,7257fbf0-559a-11e7-a636-c05627b0f912,2017-06-21 04:27:49,2017-06-21 04:29:38,1b6b2031cd
dca27ba610065107869ee4602897ce13,Business,5,5,4,4,4,5,4,5,4,3,,Adventure Junky,,,,,,,,I just go with the flow,1,10,80839694-559a-11e7-8046-c05627b0f912,2017-06-21 04:27:41,2017-06-21 04:30:22,dedad93458
8192b153d509eb1c75a00c54f41d8d3e,Leisure,4,5,4,5,5,5,1,3,3,2,handy has a little bit slow response speed. It needs to be upgraded.,,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I just go with the flow,1,10,6b91215c-559a-11e7-9adc-c05627b0f912,2017-06-21 04:15:13,2017-06-21 04:31:10,6cad433384
f9b191544eeefa7b275659bb5b9fc31e,Leisure,5,5,5,5,5,5,5,5,5,5,Not really that I can think of.,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,74934fd1-559a-11e7-bcde-c05627b0f912,2017-06-21 04:29:18,2017-06-21 04:32:08,2001:44b8:
ff9e380eb344349f3904a4cbb832fe1c,Business,4,5,3,3,3,3,3,5,3,4,No,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,8,54822935-559a-11e7-a1c9-c05627b0f912,2017-06-21 04:31:54,2017-06-21 04:33:23,5b92918dd5
dc301dc3e9befb808e89f9763eb1f570,Leisure,5,5,5,5,5,5,5,5,5,5,No,,,,,,Local Explorer,,,I just go with the flow,1,10,86c23545-559a-11e7-b3df-c05627b0f912,2017-06-21 04:31:44,2017-06-21 04:33:24,2001:8003:
8037f5cfd4bc2da3b3f93e45456ad314,Leisure,5,5,5,4,5,5,4,5,5,5,,,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,10,54c3ebf0-559a-11e7-8a18-c05627b0f912,2017-06-21 04:31:19,2017-06-21 04:33:25,b2d258b858
51955e193bf9ab44aee9775311dc0d66,Business,4,5,3,5,5,3,3,3,3,2,,,,,,Foodie,,,,I like to plan everything before the trip,1,9,5a9ed5d9-559a-11e7-ae39-c05627b0f912,2017-06-21 04:31:12,2017-06-21 04:33:27,aac9dd3c1a
4c613b41def49fd86b63ea847c73bc0b,Leisure,1,5,2,3,5,3,4,4,5,1,love the idea but not all that easy to use and perhaps it would be better to offer handy services by allowing clients to download the app rather than carry a second handset and the app provides free data and international calls etc,,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,,,I just go with the flow,1,7,46dbcc5e-559a-11e7-9865-c05627b0f912,2017-06-21 04:30:20,2017-06-21 04:33:44,b63a584abe
3f322a6da5089742a03cd1d9762c424e,Leisure,2,2,3,3,2,2,2,2,1,2,I didn't know how to use it so it wasn't useful to me.,,,,,Foodie,Local Explorer,,,I just go with the flow,0,1,5fe78168-559a-11e7-b1e9-c05627b0f912,2017-06-21 04:31:25,2017-06-21 04:34:01,c9b5e21f60
e655d64bccdae0cbaa188163cb021763,Leisure,5,5,5,5,5,5,5,5,5,5,No,,,,Pampering Seeker,,,,,I would like to ask for suggestions,1,10,480024f5-559a-11e7-9a59-c05627b0f912,2017-06-21 04:32:00,2017-06-21 04:34:16,f6211041c8
32a9425766d7eba07d867054c9a8454e,Leisure,3,3,3,1,1,1,1,1,1,1,,,Culture Lover,,,,,,,I like to plan everything before the trip,0,1,89ef5bfa-559a-11e7-9405-c05627b0f912,2017-06-21 04:32:40,2017-06-21 04:34:23,f9f09bdbcd
5a86afdf727b264828b7f03abdfe49d9,Leisure,5,5,5,5,5,5,5,5,4,4,Improve more,,,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,5d49e1c5-559a-11e7-9482-c05627b0f912,2017-06-21 04:32:37,2017-06-21 04:34:32,bf2f3dab11
165035918d5f9dc5e1fa42cb514ebf7a,Business,3,3,3,3,3,3,3,4,4,4,So far so good,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,70e56d05-559a-11e7-a8d8-c05627b0f912,2017-06-21 04:33:30,2017-06-21 04:35:04,19c3c0e9fe
dab8819802434ddb6777e780deb05bec,Leisure,4,5,5,3,5,4,4,5,4,5,All good ,,Culture Lover,,,Foodie,,Night Owl,,I like to plan everything before the trip,1,9,5bc0ad38-559a-11e7-9242-c05627b0f912,2017-06-21 04:33:26,2017-06-21 04:35:11,a6c213bcf6
f5d9701a6f76ed1ef6f7c799a0610765,Leisure,4,3,5,4,4,5,3,3,3,5,
,,Culture Lover,,,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,5,76adb0c0-559a-11e7-a601-c05627b0f912,2017-06-21 04:34:10,2017-06-21 04:35:30,d672847118
847b4b71af329320b834d8e4a31ac7b3,Business,3,2,3,1,3,3,3,3,3,3,game,,Culture Lover,Fashionista,,,Local Explorer,,,I like to plan everything before the trip,1,5,4ae8e6e3-559a-11e7-90db-c05627b0f912,2017-06-21 04:33:34,2017-06-21 04:35:34,5f60cfb18d
abc5aa7fce4a405ac33de5705b0ef77d,Leisure,5,5,4,5,2,5,4,5,5,5,,,,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,80bca01c-559a-11e7-b80a-c05627b0f912,2017-06-21 04:34:38,2017-06-21 04:36:06,78fd245250
32a866d2859dc0b6159f08170197357f,Leisure,4,5,5,4,4,4,4,5,4,4,,,Culture Lover,,,Foodie,Local Explorer,,,I would like to ask for suggestions,1,10,4ae625d9-559a-11e7-a8b8-c05627b0f912,2017-06-21 04:34:56,2017-06-21 04:36:20,a6659123b0
e9cc85f082b0a97a33c9710aa4d50355,Leisure,5,5,5,5,5,5,5,5,5,5,,,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,71f57414-559a-11e7-8e21-c05627b0f912,2017-06-21 04:34:41,2017-06-21 04:36:28,22180545e2
ee3b2900b474ccbfaa51a2fff555aa0b,Business,4,5,4,5,4,4,4,4,4,3,navigation from calling to web browsing is not too eassy,,Culture Lover,,,,,,,I like to plan everything before the trip,1,8,77074b26-559a-11e7-ade4-c05627b0f912,2017-06-21 04:26:21,2017-06-21 04:36:41,fc22fb5f1d
3876a4967790064af1eba46df3c6aae9,Leisure,5,3,4,5,5,5,4,4,4,4,,,,,,,,,Good,I like to plan everything before the trip,1,9,89a4ad33-559a-11e7-b956-c05627b0f912,2017-06-21 04:34:48,2017-06-21 04:37:04,cb329e1b63
5f724f72b59eceae618b0ba3842ccc2f,Leisure,3,2,3,4,3,3,3,3,3,4,,,,Fashionista,,,,,,I like to plan everything before the trip,1,7,6f024891-559a-11e7-9560-c05627b0f912,2017-06-21 04:33:51,2017-06-21 04:37:18,76a0ea00c2
dc467e91b0c13acfd48ffe2cc6fa5f68,Leisure,4,5,5,5,5,5,5,5,5,5,no,,,,,,Local Explorer,,,I just go with the flow,1,10,6ab4f814-559a-11e7-b85c-c05627b0f912,2017-06-21 04:35:49,2017-06-21 04:37:27,b78e549988
a0a57f1dd1c35420ad141f70d4506970,Leisure,5,5,5,1,4,3,5,5,5,4,,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,7,726f2d5e-559a-11e7-9463-c05627b0f912,2017-06-21 04:35:27,2017-06-21 04:37:32,1534cfe73a
11a45a8d5674786fcfc89b63346b6009,Leisure,2,4,1,3,3,3,1,2,2,2,speed of internet, battery life, ,Adventure Junky,Culture Lover,,,Foodie,,Night Owl,,I would like to ask for suggestions,1,5,54ce211c-559a-11e7-88b2-c05627b0f912,2017-06-21 04:35:33,2017-06-21 04:37:45,5f1b96a1e9
9b262db454bad8cc048435c6e188dc08,Business,5,4,5,5,5,5,5,5,3,4,,,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,10,67fe1b4f-559a-11e7-abe1-c05627b0f912,2017-06-21 04:35:23,2017-06-21 04:37:56,76bef9827a
1ad396012f863d115c72d3a6c9b762b8,Business,4,5,4,5,5,5,4,4,4,2,Phone is slow and hang after a few clicks.,,,,,,,,Business,I like to plan everything before the trip,1,9,61cd24eb-559a-11e7-9d59-c05627b0f912,2017-06-21 04:34:01,2017-06-21 04:38:11,999cec9e59
a9af8621c4816df10d67de1abbe6242e,Leisure,3,4,5,1,4,4,5,4,3,2,Longer battery life,,Culture Lover,,,,Local Explorer,,,I would like to ask for suggestions,1,8,4e4f159c-559a-11e7-a786-c05627b0f912,2017-06-21 04:35:59,2017-06-21 04:38:15,a2211cedb8
edd8eb4d4b1091b87628ea5eb998f992,Business,5,5,5,5,5,5,3,4,4,4,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,83bee37d-559a-11e7-81bf-c05627b0f912,2017-06-21 04:36:08,2017-06-21 04:38:30,516d9d9eff
d754535b23dccf0f6aa45122d10c0fa6,Leisure,2,2,1,1,1,2,1,1,1,4,change to smooth OS, ex: iOS,Adventure Junky,,,,,,,,I just go with the flow,1,6,4738c168-559a-11e7-bdda-c05627b0f912,2017-06-21 04:36:50,2017-06-21 04:39:17,4e8af590c8
af6f7a9e3750391ab2a8bc7bc36fffa0,Leisure,5,5,5,5,5,4,5,4,5,5,It cannot download taxi apps ,Adventure Junky,Culture Lover,,,Foodie,,,,I like to plan everything before the trip,1,10,54c026f0-559a-11e7-8603-c05627b0f912,2017-06-21 04:37:10,2017-06-21 04:39:18,3cc33a24b9
b116e86e06f6565dd3256a9e777e9c54,Leisure,5,5,5,4,4,4,4,4,4,4,No comments,,,,,Foodie,Local Explorer,,,I just go with the flow,1,9,646cc982-559a-11e7-94a6-c05627b0f912,2017-06-21 04:36:14,2017-06-21 04:39:19,01a942013a
3b11b265621db556e52a5245a7423a3c,,5,5,5,5,5,5,5,5,5,5,All good,,Culture Lover,,,,,,,I like to plan everything before the trip,1,10,6b156e19-559a-11e7-b028-c05627b0f912,2017-06-21 04:37:25,2017-06-21 04:39:47,d1d07b9967
fead7880cc1c10b010f3febf2f54e8ed,Leisure,5,4,5,3,4,3,2,4,3,3,,,,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,8,590c667d-559a-11e7-94f2-c05627b0f912,2017-06-21 04:37:49,2017-06-21 04:39:47,2aa3edf3a0
0bcc74c718aa1e6fd891a851f1d1665f,Business,5,5,5,5,5,4,4,4,4,5,,,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,6c89b2a6-559a-11e7-a499-c05627b0f912,2017-06-21 04:38:59,2017-06-21 04:40:42,d5a066309d
51e5f6ce2ce6a60a6c5ac37ca11074c3,Leisure,5,5,5,5,5,5,5,5,5,3,Pokemon Go loaded but it did not work
,,,,,Foodie,Local Explorer,,,I just go with the flow,1,10,545a0e5e-559a-11e7-a4af-c05627b0f912,2017-06-21 04:37:18,2017-06-21 04:40:49,013721b8ee
ca0ec6f1d8c7161ad417087caf258920,Business,5,5,5,5,5,5,5,5,5,5,No. ,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,6ee64c75-559a-11e7-99df-c05627b0f912,2017-06-21 03:54:38,2017-06-21 04:41:07,28b44c84c8
6e138e026e92a100696c783bcfe3d714,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,,,,Night Owl,,I like to plan everything before the trip,1,10,55e959dc-559a-11e7-8e47-c05627b0f912,2017-06-21 04:38:59,2017-06-21 04:41:11,103f617f0e
